author_id,edit_history_tweet_ids,id,public_metrics,text,retweeter,withheld,tweeter
1042326273845092352,[1626263216291471362],1626263216291471362,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lueckenbildung: Viele Lehrkräfte haben iPads gestellt bekommen. Inwiefern könnten sie mit den Dienstgeräten iMessage zur kollegiumsinte…,OSynje,,lueckenbildung
1160183215308623873,[1626260626019348481],1626260626019348481,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lueckenbildung: Viele Lehrkräfte haben iPads gestellt bekommen. Inwiefern könnten sie mit den Dienstgeräten iMessage zur kollegiumsinte…,Bot_TwLehrerZ,,lueckenbildung
20065509,[1626256902962257920],1626256902962257920,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @SenBJF: Mit dem Ziel, die Digitalkompetenz von Lehrkräften zu stärken, haben wir eine neue #Qualifizierungsreihe gestartet. Seit letzte…",helliwood,,SenBJF
19904301,[1626255492476444672],1626255492476444672,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @SiemensStiftung: 📢@HPI_DSchool und wir laden zur unsere kostenlosen #Lehrkräfte-Fortbildung „#DesignThinking in #MINT” ein. In einem Mi…,HPI_DSchool,,SiemensStiftung
105483132,[1626249600515428358],1626249600515428358,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @hav_hendrik: Die ersten Bundesländer veröffentlichen Handlungsempfehlungen für Lehrkräfte. Positiv: Es deutet sich an, dass es kein Ver…",JeanLuc79,,hav_hendrik
1415321146568871941,[1626246673809784832],1626246673809784832,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @AlexSchaumburg: @geierandrea2017 Da steht: Es gibt keine entsprechende VORSCHRIFT. Es hält aber auch niemand Lehrkräfte davon ab, trotz…",Cynthior1,,AlexSchaumburg
1463389976926720002,[1626243317200572418],1626243317200572418,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @AlexHabicher: Parallel zum U15 Dialog an der @UniCologne wollen wir mit Praktiker*innen rund ums Lehramt gute Ideen entwickeln, macht m…",Jan_Springob,,AlexHabicher
867976640273367040,[1626243267116388360],1626243267116388360,"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @JSchmitzLeipzig: Der #Lehrkräftemangel ist dramatisch. Kinder wie Lehrkräfte stehen enorm unter Druck und sind psychisch belastet. Es i…,KlarDesi,,JSchmitzLeipzig
1583411062757642241,[1626241394552590336],1626241394552590336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",Antwort der 🚦 : Dann kriegen die Lehrkräfte einen Bonus für die Mehrbelastung. 😂😂 https://t.co/PeiEsx5IaL,bojo66,,
715880857,[1626241347861585923],1626241347861585923,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JMWiarda: Am Scheideweg

Warum an den neuen Zahlen des Statistischen Bundesamtes zu #Lehramt und #Lehrerberuf nicht alles schlecht ist…",JMWiarda,,JMWiarda
708936296450924544,[1626240919757524992],1626240919757524992,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @cgasch1: @focusonline Die Lage der Versorgung von Flüchtlingen ist dramatisch ❗Fehlende Wohnungen, Kitas, Lehrkräfte usw. ❗Ein Landrat…",cgasch1,,cgasch1
1160183215308623873,[1626240495142985730],1626240495142985730,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @tincon: Ungefragte Penisbilder: Wie geht man damit um? Darum geht's im Workshop von @IIDDeutschland – auf der TINCON @copopconvention i…,Bot_TwLehrerZ,,tincon
1194282473313767426,[1626237576733667334],1626237576733667334,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 37}","Herzlichen Glückwunsch 🎉 dem ehemaligen #schulleiter der #Grundschule #Vollmaringen, der sich wie so viele #Lehrer in seinem #Beruf auch anderweitig sehr engagiert hat #Lehramt #Ehrenamt #Gesellschaft https://t.co/wjTlit5elZ",danielasteinro1,,
1212310728,[1626236184040206342],1626236184040206342,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @BildungTH: Ob Fragen zum Lehramtsstudium, dem Seiteneinstieg oder Beschäftigungsmöglichkeiten für pensionierte Lehrkräfte - wir blicken…",thueringende,,BildungTH
1385384642,[1626236067467919362],1626236067467919362,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @BildungTH: Ob Fragen zum Lehramtsstudium, dem Seiteneinstieg oder Beschäftigungsmöglichkeiten für pensionierte Lehrkräfte - wir blicken…",frau_amm,,BildungTH
1160183215308623873,[1626235962329292805],1626235962329292805,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @BildungTH: Ob Fragen zum Lehramtsstudium, dem Seiteneinstieg oder Beschäftigungsmöglichkeiten für pensionierte Lehrkräfte - wir blicken…",Bot_TwLehrerZ,,BildungTH
1445831503582162955,[1626228148861046788],1626228148861046788,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MartinGiese5: Hi Twitter-Community, für eine Interviewstudie (#Forschung) suchen wir Lehrkräfte, die gesetzlich #blind sind und über Ih…",GorlichKatja,,MartinGiese5
986361108,[1626215535447883776],1626215535447883776,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @mvongersdorff: Warum sollte eine Organisation, die seit Jahrzehnten gegen das Lehramt agitiert, eingeladen werden?",damasus01,,mvongersdorff
1337439756016381954,[1626214300703399936],1626214300703399936,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @mpoessel: Wo die KMK recht hat, hat sie recht. Wenn es zu wenig Lehrkräfte gibt, dann wird es höchste Zeit, den Lehrerberuf noch belast…",ZeroCovidTH,,mpoessel
707013925,[1626210705367044096],1626210705367044096,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @LinksfraktionSt: Zusatzstunde für Lehrkräfte beschäftigt den Landtag - Fraktion DIE LINKE bringt Antrag ein. Es ist ein kompletter Neus…,dielinkelsa,,LinksfraktionSt
1430955403148505098,[1626209179458236417],1626209179458236417,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @schulmanagement: Wie geht Unterricht heute an der Seite von Programmen wie #ChatGPT? Und was bedeuten diese Entwicklungen für #Lehrkräf…,pedak_mathis,,schulmanagement
1137783033686310912,[1626207787398098945],1626207787398098945,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @LaProf49546855: @_FrauLehrerin_ Was ist mit dem Ethos vom Installateuren, servicekräften und Bäckern? WARUM ICH SOWAS BRAUCHE HAB ICH G…",CaroBlofeld,,LaProf49546855
1160183215308623873,[1626204253512429568],1626204253512429568,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @HoppFoundation: In dem Präsenz-Workshop „Smart City und Smart Home mit der senseBox“ am 28.3. von 10-13 Uhr gibt es noch freie Plätze.…,Bot_TwLehrerZ,,HoppFoundation
1480286721703129092,[1626201811077013509],1626201811077013509,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @NicoleGohlke: Bereits im Jahr 2000 sind 64% der #Lehrkräfte wegen Dienstunfähigkeit vorzeitig in den Ruhestand gegangen.
Hätte in den l…",bundestag_tweet,,NicoleGohlke
1598996641,[1626201722363281409],1626201722363281409,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @WayneSchlegel_: Das hätten wir sein können, aber du musstest ja Lehramt studieren. https://t.co/3Zlx2v6nS9",DonShlonzo,,WayneSchlegel_
1376435602644725763,[1626196315972460545],1626196315972460545,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @KinderJournal: 40,6 % der Lehrkräfte arbeiten in Teilzeit, jede 3. Lehrkraft ist über 50 und das Lehramtsstudium wird unbeliebter. #twl…",Arsenio57509279,,KinderJournal
2338473817,[1626194938764435456],1626194938764435456,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @JuliaValkyrie: (wir erinnern uns: auch Lehrkräfte sind gerade in einer Tour krank 🤷) und das verbessert die Situation dann UNGEMEIN. ht…,viking_kvinde,,JuliaValkyrie
2338473817,[1626194843331444738],1626194843331444738,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JuliaValkyrie: Protokoll vom Elternabend: Fehlzeiten häufen sich. Ab sofort: Strichliste, bei zu vielen Strichen Attestpflicht. Klasse…",viking_kvinde,,JuliaValkyrie
1045288308,[1626194452812382210],1626194452812382210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 122}","Schluss mit unausgegorenen und unkonkreten Vorschlägen zulasten unserer Kinder und Lehrkräfte – der Ministerpräsident muss endlich Bildung zur Chefsache machen und eine ""Task Force Bildung"" einberufen, fordert unsere Landtagsabgeordnete @DieDannenberg https://t.co/3fSfb9y1Np",DieLinkeBrdburg,,DieDannenberg
3447788668,[1626194039258185728],1626194039258185728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 56}","Kommt da jetzt noch was? Die Recherche sollte in unter 30 sek. erledigt sein. Habe bei der Zahl der Lehrkräfte sogar noch 100 unterschlagen. 

https://t.co/x0d4dJACfA",S_Punkt_Punkt,,
1430861192461963268,[1626193635338321920],1626193635338321920,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @denkmalstift: @PrienKarin Präsenzpflicht, egal was kommt?
Gesundheit &amp; Bildung können nicht unabhängig voneinander betrachtet werden. W…",13Myri,,denkmalstift
14512907,[1626190433222025216],1626190433222025216,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JuliaValkyrie: Protokoll vom Elternabend: Fehlzeiten häufen sich. Ab sofort: Strichliste, bei zu vielen Strichen Attestpflicht. Klasse…",Stocki,,JuliaValkyrie
1124613332076519429,[1626188791739297794],1626188791739297794,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @LinksfraktionSt: Zusatzstunde für Lehrkräfte beschäftigt den Landtag - Fraktion DIE LINKE bringt Antrag ein. Es ist ein kompletter Neus…,KvLinke,,LinksfraktionSt
18933321,[1626188342269210624],1626188342269210624,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @NicoleGohlke: Bereits im Jahr 2000 sind 64% der #Lehrkräfte wegen Dienstunfähigkeit vorzeitig in den Ruhestand gegangen.
Hätte in den l…",Linksfraktion,,NicoleGohlke
74135988,[1626186323366232065],1626186323366232065,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @LinksfraktionSt: Zusatzstunde für Lehrkräfte beschäftigt den Landtag - Fraktion DIE LINKE bringt Antrag ein. Es ist ein kompletter Neus…,Eva0112,,LinksfraktionSt
723214423217848320,[1626185024138625025],1626185024138625025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @rbb24: Einzelne Aktionen, um den #Lehrermangel in #Brandenburg zu kompensieren, reichen offenbar nicht mehr aus: Bildungsministerin Ern…",JensMerge66,,rbb24
3089983419,[1626184370615713793],1626184370615713793,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @joeranDE: Eine neue JRA-Folge! Ich habe heute morgen bei @MittelbachTom angerufen und gefragt: „Agile Methoden im Unterricht – was muss…,MittelbachTom,,joeranDE
1125943488,[1626184061373804544],1626184061373804544,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @LinksfraktionSt: Zusatzstunde für Lehrkräfte beschäftigt den Landtag - Fraktion DIE LINKE bringt Antrag ein. Es ist ein kompletter Neus…,Kerstin1960,,LinksfraktionSt
1389536718852919297,[1626183966226108417],1626183966226108417,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @schulkrise: Katarina Niewiedzial @IntMigBerlin und ihre Bezirkskolleg*innen warnen vor Konsequenzen fehlender #Schulplätze und #Lehrkrä…,BerlinFokus,,schulkrise
1160183215308623873,[1626180662729314304],1626180662729314304,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lehrer_online: In Mecklenburg-Vorpommerns sollen ältere Lehrkräfte künftig früher als bisher weniger Unterricht für das gleiche Geld le…,Bot_TwLehrerZ,,lehrer_online
2756975121,[1626177020026667012],1626177020026667012,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @Philo_soophie: Patient*innen: 16 Bildungsrepubliken in Deutschland
Diagnose: #Bildungskatastrophe, zunehmendes Totalversagen
Therapiean…",myrayka,,Philo_soophie
1160183215308623873,[1626175084728557568],1626175084728557568,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @app_camps: Du studierst auf #Lehramt und möchtest dich gerne intensiver mit digitaler Bildung auseinandersetzen? 🎓 Unser #Stipendium bi…,Bot_TwLehrerZ,,app_camps
558652052,[1626173699819728897],1626173699819728897,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MLUnterfinanz: Die Regierung schafft es nicht, den Lehrer:innenmangel zu bekämpfen. Deshalb sollen Lehrkräfte jetzt einfach länger arbe…",FionaLichtblau,,MLUnterfinanz
1195982141227753473,[1626172835067531267],1626172835067531267,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 17}","Ich kann den Frust gut verstehen und auch die Kritik an viel Fachwissenschaft im LA-Studium. Lehrkräfte sind und bleiben aber Expert:innen für das Lernen und das wird man nicht durch ""sich vorher mal einlesen"" oder einfach mal machen, ohne zu wissen was, wie und v.a. warum. https://t.co/EILoOiQVXs",Isa_Ber_,,
892761614121922560,[1626171995195904002],1626171995195904002,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @HSE_Heidelberg: 📢 Die #HSECluster sind bei @MeetupDE! Jetzt der Gruppe beitreten &amp; Infos zu Veranstaltungen rund um #Lehrkräftebildung,…",Thomas_Renkert,,HSE_Heidelberg
1587305721120555008,[1626170942589177856],1626170942589177856,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MLUnterfinanz: Die Regierung schafft es nicht, den Lehrer:innenmangel zu bekämpfen. Deshalb sollen Lehrkräfte jetzt einfach länger arbe…",BKLMusik,,MLUnterfinanz
1296175625171079168,[1626170869063065600],1626170869063065600,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @denkmalstift: @PrienKarin Präsenzpflicht, egal was kommt?
Gesundheit &amp; Bildung können nicht unabhängig voneinander betrachtet werden. W…",Andress23673551,,denkmalstift
2806162430,[1626170569992421376],1626170569992421376,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JuliaValkyrie: Protokoll vom Elternabend: Fehlzeiten häufen sich. Ab sofort: Strichliste, bei zu vielen Strichen Attestpflicht. Klasse…",MaulendeMirthe,,JuliaValkyrie
1346065424526569477,[1626168903507361794],1626168903507361794,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lmz_bw: Mediale Gewalt 📱👊 an Schulen und im Alltag – Was tun? Darum geht's bei unserem Fachvortrag mit Podiumsdiskussion und Get-togeth…,Justi_BW,,lmz_bw
1497988615015649281,[1626167388843479041],1626167388843479041,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MLUnterfinanz: Die Regierung schafft es nicht, den Lehrer:innenmangel zu bekämpfen. Deshalb sollen Lehrkräfte jetzt einfach länger arbe…",tvstudsn,,MLUnterfinanz
1602253888706564103,[1626165675084464129],1626165675084464129,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @NachDenkSeiten: Lehrkräfte braucht das Land? „Es wird alles unternommen, jungen Menschen den Beruf zu verleiden.“ https://t.co/LGnBw0Ty…",Ataksak,,NachDenkSeiten
1363819129539551232,[1626164766417846272],1626164766417846272,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @SenBJF: Die diesjährige @PartnerSchule-Jahrestagung steht bevor! Dort wird es am 2.3. u.a. um die Ermittlung und Förderung von Berufswa…,PartnerSchule,,SenBJF
998848093645955072,[1626163128940601344],1626163128940601344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 22}","Bürokratisierung, immer mehr Verwaltungsaufwand und Leistungsdruck - kein Wunder, dass sich ambitionierte Lehrkräfte an diesem #Schulsystem die Zähne ausbeißen. Im #Podcast spricht Boris mit Philipp Schulte über die Zukunft der #Schule.  https://t.co/AwVUo5SsfR @Scrum4Schools https://t.co/fGUZ7egajG",BorisGlogerCons,,Scrum4Schools
20913794,[1626161748129579009],1626161748129579009,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @birgitweber7: @KM_Bayern Wie kann man nur so realitätsverweigernd tweeten?Lehrkräfte stehen an unseren Schulen jedenfalls nicht bereit.…,lgoshen,,birgitweber7
399900593,[1626159745185771526],1626159745185771526,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @SenBJF: Die diesjährige @PartnerSchule-Jahrestagung steht bevor! Dort wird es am 2.3. u.a. um die Ermittlung und Förderung von Berufswa…,MonikaHerrmann1,,SenBJF
22596954,[1626156946679005187],1626156946679005187,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @DIMR_Berlin: Da #Polizeiproblem trendet:

Lehrkräfte in der polizeilichen Aus- und Fortbildung müssen rassistische und rechtsextreme Po…",targetfinder,,DIMR_Berlin
3152397952,[1626156362735419394],1626156362735419394,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MartinGiese5: Hi Twitter-Community, für eine Interviewstudie (#Forschung) suchen wir Lehrkräfte, die gesetzlich #blind sind und über Ih…",SvenjaDev,,MartinGiese5
48455630,[1626153528598175744],1626153528598175744,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @KM_Bayern: Am Freitag erhalten rund eine Million bayerische Schüler:innen ihr #Zwischenzeugnis. 📃Bei Bedarf stehen Lehrkräfte &amp; die #St…,frankyf2009,,KM_Bayern
2299671174,[1626150847393550336],1626150847393550336,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JMWiarda: Am Scheideweg

Warum an den neuen Zahlen des Statistischen Bundesamtes zu #Lehramt und #Lehrerberuf nicht alles schlecht ist…",UG_feld,,JMWiarda
2299671174,[1626147904581672961],1626147904581672961,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @MBJSBrandenburg: Bildungsministerin Britta Ernst: „#Brandenburg ist ein attraktiver Standort für Lehrkräfte. Wir haben  viel getan, um…",UG_feld,,MBJSBrandenburg
986301073,[1626147717339643905],1626147717339643905,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @HGrunbichler: Es müssen Lehrveranstaltungen (5 Tage bei vorhandenem 
Lehramt, sonst 10 Tage) besucht werden. Werden diese unmittelbar v…",nightlibrarian,,HGrunbichler
1550912578586566657,[1626146919616577536],1626146919616577536,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @DIMR_Berlin: Da #Polizeiproblem trendet:

Lehrkräfte in der polizeilichen Aus- und Fortbildung müssen rassistische und rechtsextreme Po…",UhlingSandra,,DIMR_Berlin
1160183215308623873,[1626146395873767426],1626146395873767426,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @PartnerSchule: Im Berliner Schulportal werden jetzt mehrere Termine für eine 60-minütige Onlineschulung zum Übergang Sek I/Sek II in de…,Bot_TwLehrerZ,,PartnerSchule
1032569317483859968,[1626141846664609798],1626141846664609798,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @HSE_Heidelberg: 📢 Die #HSECluster sind bei @MeetupDE! Jetzt der Gruppe beitreten &amp; Infos zu Veranstaltungen rund um #Lehrkräftebildung,…",twcampus_bot,,HSE_Heidelberg
1160183215308623873,[1626141340047228928],1626141340047228928,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @HSE_Heidelberg: 📢 Die #HSECluster sind bei @MeetupDE! Jetzt der Gruppe beitreten &amp; Infos zu Veranstaltungen rund um #Lehrkräftebildung,…",Bot_TwLehrerZ,,HSE_Heidelberg
1346089542332411904,[1626140654857224194],1626140654857224194,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @Leschi3000: juchhuuuu :) ich freue mich riesig... 

Netzwerk stärken, OER entwickeln, Lehrkräftebildung verbessern - here we go! Es wir…",inklusivdigital,,Leschi3000
54838195,[1626140562293157889],1626140562293157889,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @Leschi3000: juchhuuuu :) ich freue mich riesig... 

Netzwerk stärken, OER entwickeln, Lehrkräftebildung verbessern - here we go! Es wir…",delbomat,,Leschi3000
1118824045905108992,[1626132260968714240],1626132260968714240,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 119}","Parallel zum U15 Dialog an der @UniCologne wollen wir mit Praktiker*innen rund ums Lehramt gute Ideen entwickeln, macht mit! @zflkoeln https://t.co/CgxzKujrtH",AlexHabicher,,UniCologne
35497266,[1626131645840388097],1626131645840388097,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @DIMR_Berlin: Da #Polizeiproblem trendet:

Lehrkräfte in der polizeilichen Aus- und Fortbildung müssen rassistische und rechtsextreme Po…",Ing_wer_,,DIMR_Berlin
1160183215308623873,[1626127267842646016],1626127267842646016,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @JMWiarda: Am Scheideweg

Warum an den neuen Zahlen des Statistischen Bundesamtes zu #Lehramt und #Lehrerberuf nicht alles schlecht ist…",Bot_TwLehrerZ,,JMWiarda
1310210851983552512,[1626121592462888960],1626121592462888960,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @UWLipow: &gt; jetzt so getan wird, als wäre präpandemisch alles Gold gewesen in deutschen Schulen &amp; als wären alle dieser fortgesetzten Pr…",EvitadieII,,UWLipow
1308029774145761280,[1626121094041141249],1626121094041141249,"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @JSchmitzLeipzig: Der #Lehrkräftemangel ist dramatisch. Kinder wie Lehrkräfte stehen enorm unter Druck und sind psychisch belastet. Es i…,goodluc19662243,,JSchmitzLeipzig
1683402367,[1626118308532559872],1626118308532559872,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @KinderJournal: 40,6 % der Lehrkräfte arbeiten in Teilzeit, jede 3. Lehrkraft ist über 50 und das Lehramtsstudium wird unbeliebter. #twl…",mrtaanderson,,KinderJournal
377393911,[1626117629726408705],1626117629726408705,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @KinderJournal: 40,6 % der Lehrkräfte arbeiten in Teilzeit, jede 3. Lehrkraft ist über 50 und das Lehramtsstudium wird unbeliebter. #twl…",ThomasMasz,,KinderJournal
1160183215308623873,[1626115671326064640],1626115671326064640,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lmz_bw: Mediale Gewalt 📱👊 an Schulen und im Alltag – Was tun? Darum geht's bei unserem Fachvortrag mit Podiumsdiskussion und Get-togeth…,Bot_TwLehrerZ,,lmz_bw
1395465757614649355,[1626115602656948226],1626115602656948226,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @lmz_bw: Mediale Gewalt 📱👊 an Schulen und im Alltag – Was tun? Darum geht's bei unserem Fachvortrag mit Podiumsdiskussion und Get-togeth…,eduBWbot,,lmz_bw
1161594392387510273,[1626114470865936384],1626114470865936384,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @lsvd: „Schulen haben den Auftrag, Kinder und Jugendliche auf gesellschaftliche Vielfalt vorzubereiten. Dazu gehört auch, dass Lehrkräft…",Adrian_Hec,,lsvd
1580845310724767744,[1626109794883973121],1626109794883973121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 60}","Mal wieder Lehrerbashing in den Kommentaren, obwohl die Lehrkräfte sowas nie zu Gesicht bekommen. Liebs. https://t.co/xcd9mlfbWM",VR42347696,,
1160183215308623873,[1626108622097862657],1626108622097862657,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}","RT @KinderJournal: 40,6 % der Lehrkräfte arbeiten in Teilzeit, jede 3. Lehrkraft ist über 50 und das Lehramtsstudium wird unbeliebter. #twl…",Bot_TwLehrerZ,,KinderJournal
3296195093,[1626108154822918144],1626108154822918144,"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @JSchmitzLeipzig: Der #Lehrkräftemangel ist dramatisch. Kinder wie Lehrkräfte stehen enorm unter Druck und sind psychisch belastet. Es i…,markus77420,,JSchmitzLeipzig
1239838853789351937,[1626107297024905217],1626107297024905217,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",RT @NDRnds: Seine Mitschüler:innen und Lehrkräfte haben nach Angaben der Schule die Klassenfahrt abgebrochen und sind auf dem Weg nach Haus…,Jule83291150,,NDRnds
